Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d007639	0.611252406	0.780590309	1.72E-05	0.008791666	53	Positive
Zm00001d053928	0.612462386	0.368181084	1.72E-05	0.008809016	NA	additive
Zm00001d050315	0.612863835	0.305736051	1.72E-05	0.008814772	NA	additive
Zm00001d026653	0.615989394	0.288433226	1.76E-05	0.008859589	NA	additive
Zm00001d010337	0.617501796	0.045865696	1.85E-05	0.008881275	NA	additive
Zm00001d017768	0.617884916	0.541313904	1.69E-05	0.008886768	NA	additive
Zm00001d050043	0.618132718	0.674082508	1.75E-05	0.008890321	250	Positive
Zm00001d019671	0.61831566	0.000431394	1.68E-05	0.008892944	NA	additive
Zm00001d022504	0.619887243	0.195236018	1.72E-05	0.008915478	189	Positive
Zm00001d015948	0.620151603	0.340870451	1.68E-05	0.008919268	NA	additive
Zm00001d002971	0.620875012	0.53159916	1.74E-05	0.008929641	NA	additive
Zm00001d014278	0.621305636	0.00012563	1.70E-05	0.008935815	NA	additive
Zm00001d011283	0.621474115	0.007973601	1.69E-05	0.008938231	NA	additive
Zm00001d012598	0.623262845	0.067649316	1.74E-05	0.008963877	63	Positive
Zm00001d037781	0.626459158	0.035026781	1.80E-05	0.009009652	NA	additive
Zm00001d024857	0.626814332	0.101379885	1.68E-05	0.009014796	NA	additive
Zm00001d034956	0.626968826	0.234655611	1.69E-05	0.009017011	NA	additive
Zm00001d023340	0.627439951	0.003134732	1.74E-05	0.009023765	55	Positive
Zm00001d014595	0.628469343	0.089267212	1.69E-05	0.009038524	NA	additive
Zm00001d011805	0.629510838	0.012999703	1.69E-05	0.009053455	NA	additive
Zm00001d023807	0.63541423	0.399013127	1.70E-05	0.009138088	NA	additive
Zm00001d036798	0.637060918	0.028579842	1.69E-05	0.009161694	NA	additive
Zm00001d005281	0.641857677	0.100340355	1.69E-05	0.009230457	NA	additive
Zm00001d027322	0.644081997	0.611818407	1.86E-05	0.009262342	NA	additive
Zm00001d006565	0.644086356	0.007415778	1.70E-05	0.009262405	NA	additive
Zm00001d014852	0.644829444	0.122531271	1.73E-05	0.009273057	43	Positive
Zm00001d034781	0.646316948	0.17619308	1.69E-05	0.009294379	NA	additive
Zm00001d037401	0.647180907	0.43117181	1.77E-05	0.009306763	139	Positive
Zm00001d007043	0.648176564	0.028679013	1.72E-05	0.009321035	NA	additive
Zm00001d007682	0.648998923	0.156704436	1.74E-05	0.009332823	NA	additive
Zm00001d040798	0.649479038	0.077148534	1.68E-05	0.009339705	NA	additive
Zm00001d018789	0.651567165	0.191897669	1.79E-05	0.009369635	NA	additive
Zm00001d019348	0.65683638	0.690419397	1.71E-05	0.00944516	NA	additive
Zm00001d004259	0.657903007	0.007589393	1.69E-05	0.009460448	NA	additive
Zm00001d022335	0.658395975	0.016824934	1.70E-05	0.009467513	NA	additive
Zm00001d033186	0.658795798	0.030036583	1.73E-05	0.009473244	NA	additive
Zm00001d034726	0.659665321	0.026381896	1.69E-05	0.009485706	NA	additive
Zm00001d028296	0.660737017	0.274236097	1.68E-05	0.009501066	NA	additive
Zm00001d018718	0.661512916	0.785128161	1.74E-05	0.009512186	NA	additive
Zm00001d014526	0.661901251	0.205351525	1.69E-05	0.009517752	NA	additive
Zm00001d012858	0.662750779	0.098246005	1.68E-05	0.009529928	NA	additive
Zm00001d017242	0.662883023	0.001457706	1.71E-05	0.009531823	NA	additive
Zm00001d054046	0.66613958	0.731346379	1.71E-05	0.009578495	NA	additive
Zm00001d042885	0.666833625	0.053599642	1.70E-05	0.009588442	NA	additive
Zm00001d051671	0.667951763	0.017523083	1.74E-05	0.009604466	NA	additive
Zm00001d048954	0.66866869	0.026392509	1.69E-05	0.00961474	NA	additive
Zm00001d002789	0.669254025	0.103341386	1.79E-05	0.009623123	37	Positive
Zm00001d024885	0.670514933	0.46409399	1.90E-05	0.009641052	105	Positive
Zm00001d028742	0.671360448	0.005531261	1.72E-05	0.009653316	148	Positive
Zm00001d041693	0.671484573	0.030246374	1.77E-05	0.009655095	NA	additive
Zm00001d052439	0.673145193	0.069608343	1.70E-05	0.009678892	NA	additive
Zm00001d001869	0.673177085	0.032892387	1.72E-05	0.009679349	NA	additive
Zm00001d013225	0.673457566	0.493951036	1.92E-05	0.009683369	NA	additive
Zm00001d021861	0.673673179	0.623437482	1.69E-05	0.009686459	NA	additive
Zm00001d021741	0.674226271	0.071835702	1.79E-05	0.009694385	134	Positive
Zm00001d018507	0.675387783	0.003397876	1.68E-05	0.009711029	NA	additive
Zm00001d053281	0.678267019	0.324305121	1.74E-05	0.009752289	NA	additive
Zm00001d007770	0.679780548	0.45740153	1.70E-05	0.009773977	46	Positive
Zm00001d029530	0.680713415	0.327886328	1.73E-05	0.009787344	NA	additive
Zm00001d008865	0.682185138	0.871567453	1.69E-05	0.009808433	NA	additive
Zm00001d010445	0.683387763	0.080026604	1.72E-05	0.009825666	43	Positive
Zm00001d054012	0.683497361	0.330638482	1.90E-05	0.009826825	NA	additive
Zm00001d019629	0.684668588	1.02E-05	1.74E-05	0.009844019	152	Positive
Zm00001d031621	0.685972126	0.266967249	1.71E-05	0.009862697	NA	additive
Zm00001d022387	0.686306248	0.036161598	1.70E-05	0.009867484	NA	additive
Zm00001d045975	0.686770988	0.563046128	1.72E-05	0.009874143	33	Positive
Zm00001d047048	0.687549548	0.676933512	2.16E-05	0.009885299	NA	additive
Zm00001d030868	0.689749419	0.013424624	1.73E-05	0.009916819	NA	additive
Zm00001d010783	0.690636796	0.03859994	1.68E-05	0.009929534	NA	additive
Zm00001d026518	0.691261667	0.553088452	1.68E-05	0.009938487	NA	additive
Zm00001d044328	0.691927321	0.000783482	1.72E-05	0.009948024	NA	additive
Zm00001d051986	0.692524403	0.061993019	2.03E-05	0.009956548	NA	additive
Zm00001d005794	0.692988576	0.754663732	1.75E-05	0.00996323	51	Positive
Zm00001d035737	0.694755171	0.097140797	1.75E-05	0.00998854	101	Positive
Zm00001d020011	0.695312046	0.021459378	1.71E-05	0.009996519	NA	additive
Zm00001d034600	0.695367949	0.012576391	1.70E-05	0.00999732	NA	additive
Zm00001d035601	0.69694845	0.365819435	1.71E-05	0.010019964	NA	additive
Zm00001d009850	0.697503836	0.010211058	1.71E-05	0.010027921	34	Positive
Zm00001d028463	0.697753785	0.083648657	1.73E-05	0.010031338	NA	additive
Zm00001d035543	0.699830101	0.116287268	1.69E-05	0.010061249	115	Positive
Zm00001d006717	0.703533931	0.371783554	1.75E-05	0.010114312	NA	additive
Zm00001d036139	0.705851895	0.800944792	1.69E-05	0.010147519	NA	additive
Zm00001d020740	0.706662095	0.039032605	1.75E-05	0.010159126	NA	additive
Zm00001d034513	0.708150205	0.095168508	1.73E-05	0.010180444	78	Positive
Zm00001d002185	0.709124049	0.015746719	1.75E-05	0.010194395	NA	additive
Zm00001d027675	0.710913517	0.05795695	1.69E-05	0.010220029	NA	additive
Zm00001d048893	0.711291192	0.016467294	1.68E-05	0.010225439	NA	additive
Zm00001d005424	0.711291946	0.00020981	1.71E-05	0.01022545	NA	additive
Zm00001d037605	0.711396416	0.003500333	1.78E-05	0.010226947	NA	additive
Zm00001d034006	0.713336165	0.001446448	1.68E-05	0.010254733	NA	additive
Zm00001d048628	0.718048868	0.029188003	1.74E-05	0.01032224	61	Positive
Zm00001d027359	0.719662117	0.368748938	1.70E-05	0.010345348	NA	additive
Zm00001d029165	0.722096484	0.023893323	1.71E-05	0.010380218	NA	additive
Zm00001d027709	0.722862434	0.024148926	1.69E-05	0.010391189	NA	additive
Zm00001d053232	0.723520005	0.021710231	1.70E-05	0.010400607	NA	additive
Zm00001d037096	0.723957681	0.001460937	1.69E-05	0.010406876	NA	additive
Zm00001d017791	0.72627127	0.035651808	1.71E-05	0.010440014	NA	additive
Zm00001d048551	0.72689979	0.032756622	1.70E-05	0.010449016	NA	additive
Zm00001d034607	0.726990784	0.041677993	1.68E-05	0.010450319	NA	additive
Zm00001d017099	0.729188821	0.213033735	1.68E-05	0.010481801	NA	additive
Zm00001d042183	0.730953117	0.215631644	1.74E-05	0.01050707	35	Positive
Zm00001d007270	0.731600073	0.002023899	1.69E-05	0.010516336	NA	additive
Zm00001d053003	0.73261253	0.001255343	1.72E-05	0.010530836	46	Positive
Zm00001d006422	0.733745027	0.455542107	1.70E-05	0.010547056	NA	additive
Zm00001d006517	0.734948261	0.265771954	1.70E-05	0.010564288	NA	additive
Zm00001d044622	0.736181951	0.824127145	1.71E-05	0.010581957	NA	additive
Zm00001d012646	0.739497657	0.081713057	1.73E-05	0.010629442	NA	additive
Zm00001d025203	0.739693213	0.028695624	1.75E-05	0.010632243	NA	additive
Zm00001d049320	0.740152231	0.156501456	1.71E-05	0.010638816	46	Positive
Zm00001d043402	0.740206567	0.058264143	2.09E-05	0.010639565	NA	additive
Zm00001d020610	0.741980828	0.002237173	1.80E-05	0.010665003	NA	additive
Zm00001d018575	0.742075741	2.31E-06	1.70E-05	0.010666362	37	Positive
Zm00001d005373	0.742422766	0.383637568	1.72E-05	0.010671332	NA	additive
Zm00001d049521	0.743011642	0.001493404	1.71E-05	0.010677272	NA	additive
Zm00001d047539	0.743411539	0.120123236	1.73E-05	0.010685492	NA	additive
Zm00001d050944	0.743704743	1.00E-05	1.70E-05	0.010689691	NA	additive
Zm00001d028711	0.746301932	0.20637338	1.77E-05	0.010726883	NA	additive
Zm00001d040203	0.748395245	0.46677347	1.77E-05	0.010756859	NA	additive
Zm00001d036904	0.74910774	0.002376874	1.70E-05	0.010767062	NA	additive
Zm00001d050658	0.750228074	0.019428871	1.74E-05	0.010783093	NA	additive
Zm00001d023756	0.750781364	0.004888033	1.72E-05	0.010791027	NA	additive
Zm00001d050501	0.751018076	0.048634289	1.69E-05	0.010794417	NA	additive
Zm00001d052929	0.752176796	0.023101865	1.69E-05	0.010811009	NA	additive
Zm00001d018077	0.753031235	7.09E-05	1.73E-05	0.010822586	153	Positive
Zm00001d023734	0.75399899	2.56E-05	1.70E-05	0.010837101	NA	additive
Zm00001d032338	0.754136138	0.289291923	1.72E-05	0.010839065	NA	additive
Zm00001d015526	0.756586053	0.076316916	1.69E-05	0.010874145	NA	additive
Zm00001d008171	0.757976859	0.080599801	1.68E-05	0.010894059	NA	additive
Zm00001d010504	0.758619372	0.051701714	1.69E-05	0.010903259	NA	additive
Zm00001d038375	0.759399632	0.018743789	1.72E-05	0.010914431	NA	additive
Zm00001d034668	0.75981606	0.001825524	1.72E-05	0.010920393	NA	additive
Zm00001d013331	0.761797945	0.019018129	1.68E-05	0.01094877	NA	additive
Zm00001d010799	0.763697949	0.10792945	1.73E-05	0.010975974	NA	additive
Zm00001d031660	0.764922092	0.002338814	1.69E-05	0.010993501	NA	additive
Zm00001d037573	0.766224575	0.141983103	1.68E-05	0.011012149	59	Positive
Zm00001d014778	0.767560492	0.118058351	1.74E-05	0.011031275	184	Positive
Zm00001d026705	0.767614954	0.018740731	1.72E-05	0.011032055	NA	additive
Zm00001d006731	0.768803997	0.674683711	1.68E-05	0.011049078	NA	additive
Zm00001d041857	0.769631467	0.000642377	1.75E-05	0.011060925	NA	additive
Zm00001d022374	0.770430674	0.002340395	1.74E-05	0.011072038	NA	additive
Zm00001d022043	0.773889908	0.194277723	1.72E-05	0.011121891	NA	additive
Zm00001d049698	0.774361349	0.007241395	1.68E-05	0.01112864	NA	additive
Zm00001d033247	0.775775724	0.199282774	1.72E-05	0.011148888	NA	additive
Zm00001d045897	0.776532425	0.009658756	1.72E-05	0.011159721	NA	additive
Zm00001d001830	0.777444826	0.023047459	1.70E-05	0.011172783	NA	additive
Zm00001d011252	0.778515478	0.016208503	1.68E-05	0.01118811	NA	additive
Zm00001d047772	0.783033778	0.010109494	1.68E-05	0.01125279	NA	additive
Zm00001d032245	0.787646113	0.192070391	1.74E-05	0.011318814	NA	additive
Zm00001d042993	0.788214206	0.045204396	1.71E-05	0.011326945	42	Positive
Zm00001d033109	0.788392194	0.07279232	1.71E-05	0.011329493	NA	additive
Zm00001d031280	0.789425044	0.529422702	1.68E-05	0.011344277	NA	additive
Zm00001d012884	0.789656247	0.058502016	1.72E-05	0.011347587	NA	additive
Zm00001d008239	0.790051419	0.000125386	1.69E-05	0.011353243	NA	additive
Zm00001d031562	0.791198036	0.014210142	1.72E-05	0.011369656	NA	additive
Zm00001d003254	0.791972225	0.319535109	1.68E-05	0.011380737	NA	additive
Zm00001d052286	0.792502577	7.36E-05	1.67E-05	0.011388328	NA	additive
Zm00001d010969	0.79317223	0.02000766	1.69E-05	0.011397913	NA	additive
Zm00001d003259	0.793173472	0.043166905	1.74E-05	0.011397931	NA	additive
Zm00001d020876	0.793600498	0.01920554	1.75E-05	0.011404043	NA	additive
Zm00001d033744	0.794016942	0.231147847	1.72E-05	0.011410004	NA	additive
Zm00001d037181	0.796356028	0.062290698	1.69E-05	0.011443484	NA	additive
Zm00001d013757	0.79646488	0.094619583	1.73E-05	0.011445042	52	Positive
Zm00001d032505	0.798599791	0.227268407	1.70E-05	0.011475598	NA	additive
Zm00001d053649	0.799414531	0.616619911	1.69E-05	0.011487259	NA	additive
Zm00001d010263	0.800030551	0.00867071	2.18E-05	0.011495706	NA	additive
Zm00001d026664	0.800224476	0.129701871	1.71E-05	0.011498852	NA	additive
Zm00001d033954	0.802168831	0.003040632	1.72E-05	0.01152668	NA	additive
Zm00001d010536	0.802742469	0.050588732	1.71E-05	0.01153489	NA	additive
Zm00001d005170	0.802908303	0.025925507	1.69E-05	0.011537263	NA	additive
Zm00001d014425	0.803789136	0.045609685	1.73E-05	0.01154987	NA	additive
Zm00001d048925	0.805444363	0.383274694	1.68E-05	0.011573559	65	Positive
Zm00001d020688	0.805564761	0.569053368	1.67E-05	0.011575282	NA	additive
Zm00001d003710	0.807048122	0.016235769	1.72E-05	0.011596511	NA	additive
Zm00001d012396	0.808778648	0.351302487	1.69E-05	0.011621277	NA	additive
Zm00001d048616	0.811189014	0.00849853	1.69E-05	0.011655772	NA	additive
Zm00001d015120	0.81189643	0.005657703	1.71E-05	0.011665896	NA	additive
Zm00001d007279	0.812315459	0.001953873	1.69E-05	0.011671892	NA	additive
Zm00001d048531	0.812622792	0.124475473	1.74E-05	0.011676291	61	Positive
Zm00001d034797	0.813425774	0.002225681	1.68E-05	0.011687782	NA	additive
Zm00001d047105	0.8139509	0.021596268	1.70E-05	0.011695297	NA	additive
Zm00001d040408	0.814388472	0.065662343	1.69E-05	0.011701558	NA	additive
Zm00001d034531	0.814808365	0.004888599	1.71E-05	0.011707567	NA	additive
Zm00001d033110	0.814911777	0.00188428	1.71E-05	0.011709047	NA	additive
Zm00001d034796	0.815470997	0.08832702	1.71E-05	0.01171705	NA	additive
Zm00001d031205	0.817419156	0.008081412	1.68E-05	0.011744928	NA	additive
Zm00001d024828	0.817886589	0.003628061	1.70E-05	0.011751617	NA	additive
Zm00001d028736	0.823501569	0.012290974	1.69E-05	0.011831965	NA	additive
Zm00001d036978	0.823708335	0.009240439	1.73E-05	0.011834923	NA	additive
Zm00001d000102	0.824362448	0.029391128	1.69E-05	0.011844283	NA	additive
Zm00001d040257	0.827479857	0.601543424	1.73E-05	0.011888889	35	Positive
Zm00001d019288	0.827488622	0.337473781	1.70E-05	0.011889015	NA	additive
Zm00001d021877	0.829918057	0.006266846	1.69E-05	0.011923776	NA	additive
Zm00001d014890	0.830603824	0.58162996	1.71E-05	0.011933588	37	Positive
Zm00001d009131	0.831164901	0.696628917	1.70E-05	0.011941616	NA	additive
Zm00001d045800	0.831838779	0.006423683	1.77E-05	0.011951253	NA	additive
Zm00001d020642	0.83522702	0.00069569	1.68E-05	0.011999736	NA	additive
Zm00001d050166	0.836357925	0.053327135	1.69E-05	0.012015916	NA	additive
Zm00001d014462	0.841035054	0.014190738	1.81E-05	0.012082832	NA	additive
Zm00001d044555	0.841635853	0.427140061	1.74E-05	0.012091427	88	Positive
Zm00001d011233	0.843059612	0.001573927	1.77E-05	0.012111796	42	Positive
Zm00001d034784	0.843399644	0.001791516	1.70E-05	0.01211666	NA	additive
Zm00001d039526	0.843524052	5.53E-05	1.73E-05	0.01211844	NA	additive
Zm00001d009645	0.844583871	0.059397867	1.70E-05	0.012133602	NA	additive
Zm00001d015693	0.844685318	0.023567255	1.78E-05	0.012134933	NA	additive
Zm00001d004215	0.845055657	0.002006758	1.77E-05	0.012140352	NA	additive
Zm00001d037160	0.845168794	0.026218283	1.76E-05	0.012141298	86	Positive
Zm00001d044857	0.852130758	0.032017298	1.70E-05	0.012241565	NA	additive
Zm00001d018270	0.853761378	0.05355408	1.71E-05	0.012264891	NA	additive
Zm00001d052715	0.855811725	0.082966974	1.72E-05	0.01229422	NA	additive
Zm00001d024755	0.857916387	0.626994059	1.69E-05	0.012324326	NA	additive
Zm00001d004959	0.858427517	0.033715257	1.90E-05	0.012331638	NA	additive
Zm00001d017364	0.859331671	4.33E-05	1.72E-05	0.012344571	NA	additive
Zm00001d034582	0.8603979	0.079788614	1.69E-05	0.012359822	NA	additive
Zm00001d009445	0.860986526	0.450096598	1.70E-05	0.012368242	NA	additive
Zm00001d020584	0.864355853	0.329436436	1.71E-05	0.012416435	94	Positive
Zm00001d038970	0.86440866	0.000551697	1.71E-05	0.01241719	NA	additive
Zm00001d007522	0.864435303	0.003901448	1.72E-05	0.012417571	NA	additive
Zm00001d035696	0.864593605	0.002915565	1.68E-05	0.012419836	NA	additive
Zm00001d043109	0.867988778	0.121155428	1.72E-05	0.012468397	41	Positive
Zm00001d017707	0.868659074	0.046010762	1.76E-05	0.012477933	NA	additive
Zm00001d037326	0.868964583	0.000183253	1.69E-05	0.012482354	NA	additive
Zm00001d015469	0.871164642	0.013944765	1.98E-05	0.012513809	NA	additive
Zm00001d045894	0.871663125	0.026313837	1.71E-05	0.012520949	NA	additive
Zm00001d018112	0.875692013	0.067902919	1.69E-05	0.012578571	NA	additive
Zm00001d024270	0.875745128	0.016393145	1.72E-05	0.01257933	NA	additive
Zm00001d009316	0.879069516	0.047294794	1.70E-05	0.012626874	NA	additive
Zm00001d019648	0.8816228	0.128250307	1.76E-05	0.012663388	95	Positive
Zm00001d029223	0.883664294	0.225841078	1.72E-05	0.012692583	NA	additive
Zm00001d012142	0.885894637	0.001395106	1.69E-05	0.012724478	NA	additive
Zm00001d020496	0.886262865	0.006126978	1.70E-05	0.012729744	NA	additive
Zm00001d048569	0.887217758	0.06193133	1.73E-05	0.012741462	111	Positive
Zm00001d051851	0.888861424	0.040722063	1.73E-05	0.012766903	NA	additive
Zm00001d014896	0.891510803	0.000402004	1.70E-05	0.012804789	NA	additive
Zm00001d024583	0.893037161	0.357017671	1.70E-05	0.012826614	85	Positive
Zm00001d049038	0.893103359	0.000211661	1.73E-05	0.012827561	NA	additive
Zm00001d014533	0.894566201	0.065117451	1.69E-05	0.012848478	NA	additive
Zm00001d007102	0.896695575	0.477021761	1.73E-05	0.012878926	NA	additive
Zm00001d017677	0.897516602	0.065806338	1.74E-05	0.012890484	NA	additive
Zm00001d015103	0.898162866	0.020208979	1.72E-05	0.012899906	NA	additive
Zm00001d039483	0.899450364	0.001710942	1.72E-05	0.012918316	NA	additive
Zm00001d051139	0.900780875	0.790234094	1.77E-05	0.012937272	43	Positive
Zm00001d035818	0.901159771	0.004231877	1.72E-05	0.012942757	NA	additive
Zm00001d038936	0.901325423	0.438374824	1.71E-05	0.012945126	NA	additive
Zm00001d007577	0.902161543	0.122168607	1.69E-05	0.01295708	NA	additive
Zm00001d037507	0.903553225	0.179847287	2.05E-05	0.012976878	36	Positive
Zm00001d048116	0.908143505	0.262562773	1.75E-05	0.013042608	59	Positive
Zm00001d022599	0.908267401	0.150058485	1.74E-05	0.013044379	50	Positive
Zm00001d015020	0.90851593	0.055815011	1.70E-05	0.013047932	NA	additive
Zm00001d028699	0.908828569	0.144243585	1.75E-05	0.013052402	36	Positive
Zm00001d043839	0.911187537	0.194713613	1.70E-05	0.013086128	NA	additive
Zm00001d049950	0.913755818	0.000952427	1.76E-05	0.013122845	120	Positive
Zm00001d053827	0.913788886	0.005197842	1.75E-05	0.013123318	44	Positive
Zm00001d020309	0.91400674	0.000847188	1.69E-05	0.013126433	NA	additive
Zm00001d047941	0.914812698	0.022813717	1.69E-05	0.013137955	NA	additive
Zm00001d038192	0.915052476	0.006229474	1.72E-05	0.013141383	NA	additive
Zm00001d044315	0.915475762	1.63E-06	1.68E-05	0.013147434	NA	additive
Zm00001d020358	0.92236091	0.003885772	1.77E-05	0.013245861	NA	additive
Zm00001d018155	0.923223414	0.117230112	1.70E-05	0.013258191	NA	additive
Zm00001d007872	0.924032548	0.149444287	1.73E-05	0.013269757	NA	additive
Zm00001d052952	0.925296582	3.39E-05	1.75E-05	0.013287771	NA	additive
Zm00001d033670	0.925671756	0.025340193	1.91E-05	0.013293189	NA	additive
Zm00001d039670	0.925712085	0.332129458	1.68E-05	0.013293766	NA	additive
Zm00001d002865	0.927612164	0.045539108	1.71E-05	0.013320927	NA	additive
Zm00001d003718	0.928036721	0.000218674	2.36E-05	0.013326995	NA	additive
Zm00001d038946	0.929995246	0.008500342	1.75E-05	0.013354861	41	Positive
Zm00001d007157	0.930021717	9.11E-05	1.77E-05	0.013355176	47	Positive
Zm00001d039654	0.930698266	0.042704749	1.72E-05	0.01336479	NA	additive
Zm00001d003031	0.931575137	0.055491227	1.74E-05	0.013377574	NA	additive
Zm00001d030620	0.934774844	0.001754154	1.77E-05	0.013423306	NA	additive
Zm00001d016698	0.935148136	0.078819906	1.92E-05	0.013428591	NA	additive
Zm00001d034433	0.936668593	0.069006149	1.68E-05	0.013450376	NA	additive
